,Year,Percentage,Country,Activities
1400,2019,13.2,SOUTH.AFRICA,Nightlife entertainment
1401,2019,6.1,CENTRAL.ASIA,Nightlife entertainment
1409,2016,0.7,SINGAPORE,Honeymoon
1410,2016,1.2,THAILAND,Honeymoon
1411,2016,0.1,INDONESIA,Honeymoon
1412,2016,0.3,BRUNEI,Honeymoon
1413,2016,0.4,PHILIPPINES,Honeymoon
1414,2016,0,VIETNAM,Honeymoon
1415,2016,0.1,CHINA,Honeymoon
1416,2016,0.6,JAPAN,Honeymoon
1417,2016,0.6,SOUTH.KOREA,Honeymoon
1418,2016,0.6,TAIWAN,Honeymoon
1419,2016,1.5,INDIA,Honeymoon
1420,2016,2,PAKISTAN,Honeymoon
1421,2016,30.9,SAUDI.ARABIA,Honeymoon
1422,2016,34.9,UNITED.ARAB.EMIRATES,Honeymoon
1423,2016,30.6,OMAN,Honeymoon
1424,2016,0,KUWAIT,Honeymoon
1425,2016,0.7,IRAN,Honeymoon
1426,2016,0,CANADA,Honeymoon
1427,2016,0.1,USA,Honeymoon
1428,2016,0.2,UNITED.KINGDOM,Honeymoon
1429,2016,0,IRELAND,Honeymoon
1430,2016,0.4,SWEDEN,Honeymoon
1431,2016,0,DENMARK,Honeymoon
1432,2016,2.5,FINLAND,Honeymoon
1433,2016,0,NORWAY,Honeymoon
1434,2016,1.2,ITALY,Honeymoon
1435,2016,0,SPAIN,Honeymoon
1436,2016,0.6,FRANCE,Honeymoon
1437,2016,1.1,BELGIUM,Honeymoon
1438,2016,0.6,NETHERLANDS,Honeymoon
1439,2016,0.6,GERMANY,Honeymoon
1440,2016,0,SWITZERLAND,Honeymoon
1441,2016,2.8,RUSSIA,Honeymoon
1442,2016,0.2,AUSTRALIA,Honeymoon
1443,2016,0,NEW.ZEALAND,Honeymoon
1444,2016,0,SOUTH.AFRICA,Honeymoon
1445,2016,0.3,CENTRAL.ASIA,Honeymoon
1453,2017,0.8,SINGAPORE,Honeymoon
1454,2017,1.3,THAILAND,Honeymoon
1455,2017,0.2,INDONESIA,Honeymoon
1456,2017,0,BRUNEI,Honeymoon
1457,2017,0,PHILIPPINES,Honeymoon
1458,2017,0,VIETNAM,Honeymoon
1459,2017,0.1,CHINA,Honeymoon
1460,2017,0,JAPAN,Honeymoon
1461,2017,0.6,SOUTH.KOREA,Honeymoon
1462,2017,0.2,TAIWAN,Honeymoon
1463,2017,1.4,INDIA,Honeymoon
1464,2017,4.5,PAKISTAN,Honeymoon
1465,2017,26.5,SAUDI.ARABIA,Honeymoon
1466,2017,8.5,UNITED.ARAB.EMIRATES,Honeymoon
1467,2017,16.5,OMAN,Honeymoon
1468,2017,42.6,KUWAIT,Honeymoon
1469,2017,0.7,IRAN,Honeymoon
1470,2017,0,CANADA,Honeymoon
1471,2017,0.2,USA,Honeymoon
1472,2017,0.3,UNITED.KINGDOM,Honeymoon
1473,2017,0,IRELAND,Honeymoon
1474,2017,0,SWEDEN,Honeymoon
1475,2017,0,DENMARK,Honeymoon
1476,2017,0,FINLAND,Honeymoon
1477,2017,3.4,NORWAY,Honeymoon
1478,2017,1.1,ITALY,Honeymoon
1479,2017,0,SPAIN,Honeymoon
1480,2017,0.5,FRANCE,Honeymoon
1481,2017,0,BELGIUM,Honeymoon
1482,2017,0,NETHERLANDS,Honeymoon
1483,2017,0.1,GERMANY,Honeymoon
1484,2017,0,SWITZERLAND,Honeymoon
1485,2017,1.3,RUSSIA,Honeymoon
1486,2017,0.3,AUSTRALIA,Honeymoon
1487,2017,0,NEW.ZEALAND,Honeymoon
1488,2017,0,SOUTH.AFRICA,Honeymoon
1489,2017,0.8,CENTRAL.ASIA,Honeymoon
1497,2018,0.2,SINGAPORE,Honeymoon
1498,2018,0.2,THAILAND,Honeymoon
1499,2018,0.3,INDONESIA,Honeymoon
1500,2018,0.2,BRUNEI,Honeymoon
1501,2018,0.3,PHILIPPINES,Honeymoon
1502,2018,0,VIETNAM,Honeymoon
1503,2018,0.3,CHINA,Honeymoon
1504,2018,0,JAPAN,Honeymoon
1505,2018,0,SOUTH.KOREA,Honeymoon
1506,2018,0,TAIWAN,Honeymoon
1507,2018,4.1,INDIA,Honeymoon
1508,2018,19.3,PAKISTAN,Honeymoon
1509,2018,19.1,SAUDI.ARABIA,Honeymoon
1510,2018,33.2,UNITED.ARAB.EMIRATES,Honeymoon
1511,2018,29.4,OMAN,Honeymoon
1512,2018,8.1,KUWAIT,Honeymoon
1513,2018,2.6,IRAN,Honeymoon
1514,2018,0,CANADA,Honeymoon
1515,2018,0.6,USA,Honeymoon
1516,2018,0.3,UNITED.KINGDOM,Honeymoon
1517,2018,5.1,IRELAND,Honeymoon
1518,2018,0,SWEDEN,Honeymoon
1519,2018,4.4,DENMARK,Honeymoon
1520,2018,0,FINLAND,Honeymoon
1521,2018,0,NORWAY,Honeymoon
1522,2018,2,ITALY,Honeymoon
1523,2018,1.9,SPAIN,Honeymoon
1524,2018,0.8,FRANCE,Honeymoon
1525,2018,0.4,BELGIUM,Honeymoon
1526,2018,0.1,NETHERLANDS,Honeymoon
1527,2018,0.4,GERMANY,Honeymoon
1528,2018,0,SWITZERLAND,Honeymoon
1529,2018,0,RUSSIA,Honeymoon
1530,2018,0.1,AUSTRALIA,Honeymoon
1531,2018,0,NEW.ZEALAND,Honeymoon
1532,2018,0.6,SOUTH.AFRICA,Honeymoon
1533,2018,2.8,CENTRAL.ASIA,Honeymoon
1541,2019,0.4,SINGAPORE,Honeymoon
1542,2019,0,THAILAND,Honeymoon
1543,2019,0.4,INDONESIA,Honeymoon
1544,2019,0,BRUNEI,Honeymoon
1545,2019,0.3,PHILIPPINES,Honeymoon
1546,2019,0,VIETNAM,Honeymoon
1547,2019,0.1,CHINA,Honeymoon
1548,2019,0,JAPAN,Honeymoon
1549,2019,0,SOUTH.KOREA,Honeymoon
1550,2019,0,TAIWAN,Honeymoon
1551,2019,1.1,INDIA,Honeymoon
1552,2019,5.5,PAKISTAN,Honeymoon
1553,2019,20.3,SAUDI.ARABIA,Honeymoon
1554,2019,3.7,UNITED.ARAB.EMIRATES,Honeymoon
1555,2019,15,OMAN,Honeymoon
1556,2019,4,KUWAIT,Honeymoon
1557,2019,1.4,IRAN,Honeymoon
1558,2019,0,CANADA,Honeymoon
1559,2019,0.3,USA,Honeymoon
1560,2019,1,UNITED.KINGDOM,Honeymoon
1561,2019,0,IRELAND,Honeymoon
1562,2019,0,SWEDEN,Honeymoon
1563,2019,0,DENMARK,Honeymoon
1564,2019,0,FINLAND,Honeymoon
1565,2019,0,NORWAY,Honeymoon
1566,2019,0,ITALY,Honeymoon
1567,2019,0.3,SPAIN,Honeymoon
1568,2019,1.4,FRANCE,Honeymoon
1569,2019,1.2,BELGIUM,Honeymoon
1570,2019,0,NETHERLANDS,Honeymoon
1571,2019,0.1,GERMANY,Honeymoon
1572,2019,0,SWITZERLAND,Honeymoon
1573,2019,0,RUSSIA,Honeymoon
1574,2019,0.3,AUSTRALIA,Honeymoon
1575,2019,0,NEW.ZEALAND,Honeymoon
1576,2019,0,SOUTH.AFRICA,Honeymoon
1577,2019,0.6,CENTRAL.ASIA,Honeymoon
1585,2016,1.7,SINGAPORE,FLYING FOX/ ABSAILING
1586,2016,0.1,THAILAND,FLYING FOX/ ABSAILING
1587,2016,0.2,INDONESIA,FLYING FOX/ ABSAILING
1588,2016,0.1,BRUNEI,FLYING FOX/ ABSAILING
1589,2016,5.7,PHILIPPINES,FLYING FOX/ ABSAILING
1590,2016,0,VIETNAM,FLYING FOX/ ABSAILING
1591,2016,10.4,CHINA,FLYING FOX/ ABSAILING
1592,2016,0.8,JAPAN,FLYING FOX/ ABSAILING
1593,2016,3.1,SOUTH.KOREA,FLYING FOX/ ABSAILING
1594,2016,26.3,TAIWAN,FLYING FOX/ ABSAILING
1595,2016,0.1,INDIA,FLYING FOX/ ABSAILING
1596,2016,0,PAKISTAN,FLYING FOX/ ABSAILING
1597,2016,0,SAUDI.ARABIA,FLYING FOX/ ABSAILING
1598,2016,0,UNITED.ARAB.EMIRATES,FLYING FOX/ ABSAILING
1599,2016,0,OMAN,FLYING FOX/ ABSAILING
1600,2016,0,KUWAIT,FLYING FOX/ ABSAILING
1601,2016,0,IRAN,FLYING FOX/ ABSAILING
1602,2016,0.9,CANADA,FLYING FOX/ ABSAILING
1603,2016,4.2,USA,FLYING FOX/ ABSAILING
1604,2016,2.8,UNITED.KINGDOM,FLYING FOX/ ABSAILING
1605,2016,0,IRELAND,FLYING FOX/ ABSAILING
1606,2016,0.4,SWEDEN,FLYING FOX/ ABSAILING
1607,2016,2.2,DENMARK,FLYING FOX/ ABSAILING
1608,2016,1.9,FINLAND,FLYING FOX/ ABSAILING
1609,2016,3.6,NORWAY,FLYING FOX/ ABSAILING
1610,2016,2,ITALY,FLYING FOX/ ABSAILING
1611,2016,0,SPAIN,FLYING FOX/ ABSAILING
1612,2016,3.1,FRANCE,FLYING FOX/ ABSAILING
1613,2016,0,BELGIUM,FLYING FOX/ ABSAILING
1614,2016,0.9,NETHERLANDS,FLYING FOX/ ABSAILING
1615,2016,1.7,GERMANY,FLYING FOX/ ABSAILING
1616,2016,3.9,SWITZERLAND,FLYING FOX/ ABSAILING
1617,2016,0,RUSSIA,FLYING FOX/ ABSAILING
1618,2016,5.1,AUSTRALIA,FLYING FOX/ ABSAILING
1619,2016,5.8,NEW.ZEALAND,FLYING FOX/ ABSAILING
1620,2016,0,SOUTH.AFRICA,FLYING FOX/ ABSAILING
1621,2016,0,CENTRAL.ASIA,FLYING FOX/ ABSAILING
1629,2017,1.9,SINGAPORE,FLYING FOX/ ABSAILING
1630,2017,0.6,THAILAND,FLYING FOX/ ABSAILING
1631,2017,0.2,INDONESIA,FLYING FOX/ ABSAILING
1632,2017,0.1,BRUNEI,FLYING FOX/ ABSAILING
1633,2017,2.3,PHILIPPINES,FLYING FOX/ ABSAILING
1634,2017,0.1,VIETNAM,FLYING FOX/ ABSAILING
1635,2017,8.4,CHINA,FLYING FOX/ ABSAILING
1636,2017,0.4,JAPAN,FLYING FOX/ ABSAILING
1637,2017,18.1,SOUTH.KOREA,FLYING FOX/ ABSAILING
1638,2017,12.7,TAIWAN,FLYING FOX/ ABSAILING
1639,2017,0.6,INDIA,FLYING FOX/ ABSAILING
1640,2017,0.3,PAKISTAN,FLYING FOX/ ABSAILING
1641,2017,0,SAUDI.ARABIA,FLYING FOX/ ABSAILING
1642,2017,0,UNITED.ARAB.EMIRATES,FLYING FOX/ ABSAILING
1643,2017,0,OMAN,FLYING FOX/ ABSAILING
1644,2017,0,KUWAIT,FLYING FOX/ ABSAILING
1645,2017,0,IRAN,FLYING FOX/ ABSAILING
1646,2017,6.8,CANADA,FLYING FOX/ ABSAILING
1647,2017,3,USA,FLYING FOX/ ABSAILING
1648,2017,2.5,UNITED.KINGDOM,FLYING FOX/ ABSAILING
1649,2017,0,IRELAND,FLYING FOX/ ABSAILING
1650,2017,14.3,SWEDEN,FLYING FOX/ ABSAILING
1651,2017,8.3,DENMARK,FLYING FOX/ ABSAILING
1652,2017,4.8,FINLAND,FLYING FOX/ ABSAILING
1653,2017,0,NORWAY,FLYING FOX/ ABSAILING
1654,2017,6.5,ITALY,FLYING FOX/ ABSAILING
1655,2017,0,SPAIN,FLYING FOX/ ABSAILING
1656,2017,12.1,FRANCE,FLYING FOX/ ABSAILING
1657,2017,0,BELGIUM,FLYING FOX/ ABSAILING
1658,2017,14.2,NETHERLANDS,FLYING FOX/ ABSAILING
1659,2017,11.7,GERMANY,FLYING FOX/ ABSAILING
1660,2017,2.9,SWITZERLAND,FLYING FOX/ ABSAILING
1661,2017,0,RUSSIA,FLYING FOX/ ABSAILING
1662,2017,5.8,AUSTRALIA,FLYING FOX/ ABSAILING
1663,2017,7.3,NEW.ZEALAND,FLYING FOX/ ABSAILING
1664,2017,0,SOUTH.AFRICA,FLYING FOX/ ABSAILING
1665,2017,0,CENTRAL.ASIA,FLYING FOX/ ABSAILING
1673,2018,3.3,SINGAPORE,FLYING FOX/ ABSAILING
1674,2018,0.4,THAILAND,FLYING FOX/ ABSAILING
1675,2018,0.4,INDONESIA,FLYING FOX/ ABSAILING
1676,2018,0.7,BRUNEI,FLYING FOX/ ABSAILING
1677,2018,2.8,PHILIPPINES,FLYING FOX/ ABSAILING
1678,2018,0,VIETNAM,FLYING FOX/ ABSAILING
1679,2018,11.9,CHINA,FLYING FOX/ ABSAILING
1680,2018,0.4,JAPAN,FLYING FOX/ ABSAILING
1681,2018,14.2,SOUTH.KOREA,FLYING FOX/ ABSAILING
1682,2018,24.8,TAIWAN,FLYING FOX/ ABSAILING
1683,2018,0.2,INDIA,FLYING FOX/ ABSAILING
1684,2018,0.5,PAKISTAN,FLYING FOX/ ABSAILING
1685,2018,0.1,SAUDI.ARABIA,FLYING FOX/ ABSAILING
1686,2018,0,UNITED.ARAB.EMIRATES,FLYING FOX/ ABSAILING
1687,2018,0.2,OMAN,FLYING FOX/ ABSAILING
1688,2018,0,KUWAIT,FLYING FOX/ ABSAILING
1689,2018,0,IRAN,FLYING FOX/ ABSAILING
1690,2018,1.5,CANADA,FLYING FOX/ ABSAILING
1691,2018,9.7,USA,FLYING FOX/ ABSAILING
1692,2018,3.6,UNITED.KINGDOM,FLYING FOX/ ABSAILING
1693,2018,0.6,IRELAND,FLYING FOX/ ABSAILING
1694,2018,3.1,SWEDEN,FLYING FOX/ ABSAILING
1695,2018,2.1,DENMARK,FLYING FOX/ ABSAILING
1696,2018,6.2,FINLAND,FLYING FOX/ ABSAILING
1697,2018,0,NORWAY,FLYING FOX/ ABSAILING
1698,2018,0.8,ITALY,FLYING FOX/ ABSAILING
1699,2018,0.5,SPAIN,FLYING FOX/ ABSAILING
1700,2018,2.2,FRANCE,FLYING FOX/ ABSAILING
1701,2018,1,BELGIUM,FLYING FOX/ ABSAILING
1702,2018,2,NETHERLANDS,FLYING FOX/ ABSAILING
1703,2018,3.7,GERMANY,FLYING FOX/ ABSAILING
1704,2018,5.1,SWITZERLAND,FLYING FOX/ ABSAILING
1705,2018,1.2,RUSSIA,FLYING FOX/ ABSAILING
1706,2018,5.4,AUSTRALIA,FLYING FOX/ ABSAILING
1707,2018,10.9,NEW.ZEALAND,FLYING FOX/ ABSAILING
1708,2018,0.6,SOUTH.AFRICA,FLYING FOX/ ABSAILING
1709,2018,0,CENTRAL.ASIA,FLYING FOX/ ABSAILING
1717,2019,2.3,SINGAPORE,FLYING FOX/ ABSAILING
1718,2019,0.5,THAILAND,FLYING FOX/ ABSAILING
1719,2019,0,INDONESIA,FLYING FOX/ ABSAILING
1720,2019,1.8,BRUNEI,FLYING FOX/ ABSAILING
1721,2019,6.3,PHILIPPINES,FLYING FOX/ ABSAILING
1722,2019,0,VIETNAM,FLYING FOX/ ABSAILING
1723,2019,11.6,CHINA,FLYING FOX/ ABSAILING
1724,2019,0,JAPAN,FLYING FOX/ ABSAILING
1725,2019,19.6,SOUTH.KOREA,FLYING FOX/ ABSAILING
1726,2019,20,TAIWAN,FLYING FOX/ ABSAILING
1727,2019,0.4,INDIA,FLYING FOX/ ABSAILING
1728,2019,1.2,PAKISTAN,FLYING FOX/ ABSAILING
1729,2019,0,SAUDI.ARABIA,FLYING FOX/ ABSAILING
1730,2019,0,UNITED.ARAB.EMIRATES,FLYING FOX/ ABSAILING
1731,2019,0,OMAN,FLYING FOX/ ABSAILING
1732,2019,0,KUWAIT,FLYING FOX/ ABSAILING
1733,2019,0,IRAN,FLYING FOX/ ABSAILING
1734,2019,3.9,CANADA,FLYING FOX/ ABSAILING
1735,2019,8.6,USA,FLYING FOX/ ABSAILING
1736,2019,3,UNITED.KINGDOM,FLYING FOX/ ABSAILING
1737,2019,0,IRELAND,FLYING FOX/ ABSAILING
1738,2019,2.1,SWEDEN,FLYING FOX/ ABSAILING
1739,2019,1.1,DENMARK,FLYING FOX/ ABSAILING
1740,2019,2.9,FINLAND,FLYING FOX/ ABSAILING
1741,2019,0,NORWAY,FLYING FOX/ ABSAILING
1742,2019,0,ITALY,FLYING FOX/ ABSAILING
1743,2019,0.3,SPAIN,FLYING FOX/ ABSAILING
1744,2019,2,FRANCE,FLYING FOX/ ABSAILING
1745,2019,0.6,BELGIUM,FLYING FOX/ ABSAILING
1746,2019,2.3,NETHERLANDS,FLYING FOX/ ABSAILING
1747,2019,1.5,GERMANY,FLYING FOX/ ABSAILING
1748,2019,6.5,SWITZERLAND,FLYING FOX/ ABSAILING
1749,2019,1.5,RUSSIA,FLYING FOX/ ABSAILING
1750,2019,5.4,AUSTRALIA,FLYING FOX/ ABSAILING
1751,2019,4.9,NEW.ZEALAND,FLYING FOX/ ABSAILING
1752,2019,0,SOUTH.AFRICA,FLYING FOX/ ABSAILING
1753,2019,0,CENTRAL.ASIA,FLYING FOX/ ABSAILING
1761,2016,8.8,SINGAPORE,Spa wellness
1762,2016,1,THAILAND,Spa wellness
1763,2016,0.2,INDONESIA,Spa wellness
1764,2016,2.2,BRUNEI,Spa wellness
1765,2016,19.8,PHILIPPINES,Spa wellness
1766,2016,0.6,VIETNAM,Spa wellness
1767,2016,24.9,CHINA,Spa wellness
1768,2016,9.7,JAPAN,Spa wellness
1769,2016,1.3,SOUTH.KOREA,Spa wellness
1770,2016,25.4,TAIWAN,Spa wellness
1771,2016,0.5,INDIA,Spa wellness
1772,2016,0.8,PAKISTAN,Spa wellness
1773,2016,1.1,SAUDI.ARABIA,Spa wellness
1774,2016,0,UNITED.ARAB.EMIRATES,Spa wellness
1775,2016,0,OMAN,Spa wellness
1776,2016,0,KUWAIT,Spa wellness
1777,2016,0.2,IRAN,Spa wellness
1778,2016,4.2,CANADA,Spa wellness
1779,2016,5,USA,Spa wellness
1780,2016,4.5,UNITED.KINGDOM,Spa wellness
1781,2016,9.2,IRELAND,Spa wellness
1782,2016,3.1,SWEDEN,Spa wellness
1783,2016,0,DENMARK,Spa wellness
1784,2016,3.8,FINLAND,Spa wellness
1785,2016,0,NORWAY,Spa wellness
1786,2016,1.2,ITALY,Spa wellness
1787,2016,2.7,SPAIN,Spa wellness
1788,2016,4.7,FRANCE,Spa wellness
1789,2016,0,BELGIUM,Spa wellness
1790,2016,2.8,NETHERLANDS,Spa wellness
1791,2016,2.6,GERMANY,Spa wellness
1792,2016,5.2,SWITZERLAND,Spa wellness
1793,2016,0.5,RUSSIA,Spa wellness
1794,2016,6.4,AUSTRALIA,Spa wellness
1795,2016,9.6,NEW.ZEALAND,Spa wellness
1796,2016,1.4,SOUTH.AFRICA,Spa wellness
1797,2016,1.8,CENTRAL.ASIA,Spa wellness
1805,2017,23,SINGAPORE,Spa wellness
1806,2017,7.9,THAILAND,Spa wellness
1807,2017,2.2,INDONESIA,Spa wellness
1808,2017,17.2,BRUNEI,Spa wellness
1809,2017,29.3,PHILIPPINES,Spa wellness
1810,2017,0.8,VIETNAM,Spa wellness
1811,2017,44.9,CHINA,Spa wellness
1812,2017,27.6,JAPAN,Spa wellness
1813,2017,57,SOUTH.KOREA,Spa wellness
1814,2017,44,TAIWAN,Spa wellness
1815,2017,1,INDIA,Spa wellness
1816,2017,1,PAKISTAN,Spa wellness
1817,2017,3,SAUDI.ARABIA,Spa wellness
1818,2017,2.1,UNITED.ARAB.EMIRATES,Spa wellness
1819,2017,0.9,OMAN,Spa wellness
1820,2017,3.7,KUWAIT,Spa wellness
1821,2017,0.4,IRAN,Spa wellness
1822,2017,6.7,CANADA,Spa wellness
1823,2017,21.5,USA,Spa wellness
1824,2017,6,UNITED.KINGDOM,Spa wellness
1825,2017,5.8,IRELAND,Spa wellness
1826,2017,3,SWEDEN,Spa wellness
1827,2017,0,DENMARK,Spa wellness
1828,2017,26.6,FINLAND,Spa wellness
1829,2017,7.7,NORWAY,Spa wellness
1830,2017,6,ITALY,Spa wellness
1831,2017,3.2,SPAIN,Spa wellness
1832,2017,10.6,FRANCE,Spa wellness
1833,2017,4,BELGIUM,Spa wellness
1834,2017,9.7,NETHERLANDS,Spa wellness
1835,2017,9.5,GERMANY,Spa wellness
1836,2017,4.3,SWITZERLAND,Spa wellness
1837,2017,0.7,RUSSIA,Spa wellness
1838,2017,8.7,AUSTRALIA,Spa wellness
1839,2017,28,NEW.ZEALAND,Spa wellness
1840,2017,0,SOUTH.AFRICA,Spa wellness
1841,2017,1,CENTRAL.ASIA,Spa wellness
1849,2018,7.2,SINGAPORE,Spa wellness
1850,2018,0.6,THAILAND,Spa wellness
1851,2018,1.2,INDONESIA,Spa wellness
1852,2018,4.6,BRUNEI,Spa wellness
1853,2018,8.7,PHILIPPINES,Spa wellness
1854,2018,0,VIETNAM,Spa wellness
1855,2018,20.3,CHINA,Spa wellness
1856,2018,6.4,JAPAN,Spa wellness
1857,2018,25,SOUTH.KOREA,Spa wellness
1858,2018,24.9,TAIWAN,Spa wellness
1859,2018,2.2,INDIA,Spa wellness
1860,2018,0.5,PAKISTAN,Spa wellness
1861,2018,2.1,SAUDI.ARABIA,Spa wellness
1862,2018,2.7,UNITED.ARAB.EMIRATES,Spa wellness
1863,2018,1.2,OMAN,Spa wellness
1864,2018,4.3,KUWAIT,Spa wellness
1865,2018,1.5,IRAN,Spa wellness
1866,2018,11,CANADA,Spa wellness
1867,2018,20.9,USA,Spa wellness
1868,2018,10.6,UNITED.KINGDOM,Spa wellness
1869,2018,1.2,IRELAND,Spa wellness
1870,2018,1.4,SWEDEN,Spa wellness
1871,2018,1,DENMARK,Spa wellness
1872,2018,29.8,FINLAND,Spa wellness
1873,2018,0.8,NORWAY,Spa wellness
1874,2018,0.8,ITALY,Spa wellness
1875,2018,0.9,SPAIN,Spa wellness
1876,2018,5,FRANCE,Spa wellness
1877,2018,1,BELGIUM,Spa wellness
1878,2018,1.2,NETHERLANDS,Spa wellness
1879,2018,4.8,GERMANY,Spa wellness
1880,2018,4.1,SWITZERLAND,Spa wellness
1881,2018,0.2,RUSSIA,Spa wellness
1882,2018,13.7,AUSTRALIA,Spa wellness
1883,2018,6.2,NEW.ZEALAND,Spa wellness
1884,2018,0.6,SOUTH.AFRICA,Spa wellness
1885,2018,0.2,CENTRAL.ASIA,Spa wellness
1893,2019,9.3,SINGAPORE,Spa wellness
1894,2019,3.2,THAILAND,Spa wellness
1895,2019,1.7,INDONESIA,Spa wellness
1896,2019,5.3,BRUNEI,Spa wellness
1897,2019,13.4,PHILIPPINES,Spa wellness
1898,2019,1.4,VIETNAM,Spa wellness
1899,2019,16.5,CHINA,Spa wellness
1900,2019,0.5,JAPAN,Spa wellness
1901,2019,22.2,SOUTH.KOREA,Spa wellness
1902,2019,34.9,TAIWAN,Spa wellness
1903,2019,1.9,INDIA,Spa wellness
1904,2019,3.5,PAKISTAN,Spa wellness
1905,2019,4.5,SAUDI.ARABIA,Spa wellness
1906,2019,0.6,UNITED.ARAB.EMIRATES,Spa wellness
1907,2019,3.9,OMAN,Spa wellness
1908,2019,5.3,KUWAIT,Spa wellness
1909,2019,0,IRAN,Spa wellness
1910,2019,3,CANADA,Spa wellness
1911,2019,6.8,USA,Spa wellness
1912,2019,5.5,UNITED.KINGDOM,Spa wellness
1913,2019,1.1,IRELAND,Spa wellness
1914,2019,0,SWEDEN,Spa wellness
1915,2019,4.2,DENMARK,Spa wellness
1916,2019,6.7,FINLAND,Spa wellness
1917,2019,12.7,NORWAY,Spa wellness
1918,2019,7.1,ITALY,Spa wellness
1919,2019,1.5,SPAIN,Spa wellness
1920,2019,3.9,FRANCE,Spa wellness
1921,2019,1.2,BELGIUM,Spa wellness
1922,2019,2.3,NETHERLANDS,Spa wellness
1923,2019,3.1,GERMANY,Spa wellness
1924,2019,8.2,SWITZERLAND,Spa wellness
1925,2019,4.4,RUSSIA,Spa wellness
1926,2019,6.4,AUSTRALIA,Spa wellness
1927,2019,4.9,NEW.ZEALAND,Spa wellness
1928,2019,2.7,SOUTH.AFRICA,Spa wellness
1929,2019,1.9,CENTRAL.ASIA,Spa wellness
1937,2016,5.7,SINGAPORE,Hiking treckking
1938,2016,1.2,THAILAND,Hiking treckking
1939,2016,0.2,INDONESIA,Hiking treckking
1940,2016,0.8,BRUNEI,Hiking treckking
1941,2016,16.4,PHILIPPINES,Hiking treckking
1942,2016,0.7,VIETNAM,Hiking treckking
1943,2016,35.8,CHINA,Hiking treckking
1944,2016,7.4,JAPAN,Hiking treckking
1945,2016,3.8,SOUTH.KOREA,Hiking treckking
1946,2016,57.2,TAIWAN,Hiking treckking
1947,2016,0.1,INDIA,Hiking treckking
1948,2016,0.5,PAKISTAN,Hiking treckking
1949,2016,0.7,SAUDI.ARABIA,Hiking treckking
1950,2016,0,UNITED.ARAB.EMIRATES,Hiking treckking
1951,2016,0,OMAN,Hiking treckking
1952,2016,0,KUWAIT,Hiking treckking
1953,2016,0,IRAN,Hiking treckking
1954,2016,20.6,CANADA,Hiking treckking
1955,2016,18.7,USA,Hiking treckking
1956,2016,19.6,UNITED.KINGDOM,Hiking treckking
1957,2016,6.9,IRELAND,Hiking treckking
1958,2016,11.4,SWEDEN,Hiking treckking
1959,2016,7.9,DENMARK,Hiking treckking
1960,2016,6.4,FINLAND,Hiking treckking
1961,2016,9.1,NORWAY,Hiking treckking
1962,2016,19.4,ITALY,Hiking treckking
1963,2016,20.8,SPAIN,Hiking treckking
1964,2016,18.2,FRANCE,Hiking treckking
1965,2016,18.8,BELGIUM,Hiking treckking
1966,2016,19.7,NETHERLANDS,Hiking treckking
1967,2016,20.6,GERMANY,Hiking treckking
1968,2016,19.2,SWITZERLAND,Hiking treckking
1969,2016,7.5,RUSSIA,Hiking treckking
1970,2016,18.4,AUSTRALIA,Hiking treckking
1971,2016,18.2,NEW.ZEALAND,Hiking treckking
1972,2016,0,SOUTH.AFRICA,Hiking treckking
1973,2016,0.6,CENTRAL.ASIA,Hiking treckking
1981,2017,13.8,SINGAPORE,Hiking treckking
1982,2017,2.6,THAILAND,Hiking treckking
1983,2017,0.4,INDONESIA,Hiking treckking
1984,2017,3.4,BRUNEI,Hiking treckking
1985,2017,16.1,PHILIPPINES,Hiking treckking
1986,2017,0.5,VIETNAM,Hiking treckking
1987,2017,37.3,CHINA,Hiking treckking
1988,2017,13.4,JAPAN,Hiking treckking
1989,2017,40.6,SOUTH.KOREA,Hiking treckking
1990,2017,45.7,TAIWAN,Hiking treckking
1991,2017,0.6,INDIA,Hiking treckking
1992,2017,0.3,PAKISTAN,Hiking treckking
1993,2017,3.6,SAUDI.ARABIA,Hiking treckking
1994,2017,0,UNITED.ARAB.EMIRATES,Hiking treckking
1995,2017,15.8,OMAN,Hiking treckking
1996,2017,11.1,KUWAIT,Hiking treckking
1997,2017,0,IRAN,Hiking treckking
1998,2017,53.7,CANADA,Hiking treckking
1999,2017,25.2,USA,Hiking treckking
2000,2017,28.4,UNITED.KINGDOM,Hiking treckking
2001,2017,16.9,IRELAND,Hiking treckking
2002,2017,24.7,SWEDEN,Hiking treckking
2003,2017,7.8,DENMARK,Hiking treckking
2004,2017,14.3,FINLAND,Hiking treckking
2005,2017,19.2,NORWAY,Hiking treckking
2006,2017,40,ITALY,Hiking treckking
2007,2017,24.1,SPAIN,Hiking treckking
2008,2017,39.6,FRANCE,Hiking treckking
2009,2017,18,BELGIUM,Hiking treckking
2010,2017,37.8,NETHERLANDS,Hiking treckking
2011,2017,49.1,GERMANY,Hiking treckking
2012,2017,38.4,SWITZERLAND,Hiking treckking
2013,2017,6.2,RUSSIA,Hiking treckking
2014,2017,36.7,AUSTRALIA,Hiking treckking
2015,2017,34.5,NEW.ZEALAND,Hiking treckking
2016,2017,6.3,SOUTH.AFRICA,Hiking treckking
2017,2017,0,CENTRAL.ASIA,Hiking treckking
2025,2018,9.9,SINGAPORE,Hiking treckking
2026,2018,5,THAILAND,Hiking treckking
