,Year,Percentage,Country,Activities
735,2016,5.8,GERMANY,River cruise
736,2016,5.7,SWITZERLAND,River cruise
737,2016,2.7,RUSSIA,River cruise
738,2016,3.5,AUSTRALIA,River cruise
739,2016,3.1,NEW.ZEALAND,River cruise
740,2016,0,SOUTH.AFRICA,River cruise
741,2016,0.9,CENTRAL.ASIA,River cruise
749,2017,7.8,SINGAPORE,River cruise
750,2017,8.8,THAILAND,River cruise
751,2017,3.5,INDONESIA,River cruise
752,2017,1.1,BRUNEI,River cruise
753,2017,15.8,PHILIPPINES,River cruise
754,2017,3.6,VIETNAM,River cruise
755,2017,20.6,CHINA,River cruise
756,2017,8.8,JAPAN,River cruise
757,2017,19.8,SOUTH.KOREA,River cruise
758,2017,48.4,TAIWAN,River cruise
759,2017,2.8,INDIA,River cruise
760,2017,1.3,PAKISTAN,River cruise
761,2017,1.8,SAUDI.ARABIA,River cruise
762,2017,2.1,UNITED.ARAB.EMIRATES,River cruise
763,2017,2.6,OMAN,River cruise
764,2017,0,KUWAIT,River cruise
765,2017,0,IRAN,River cruise
766,2017,29.6,CANADA,River cruise
767,2017,14.4,USA,River cruise
768,2017,7.7,UNITED.KINGDOM,River cruise
769,2017,11.1,IRELAND,River cruise
770,2017,12.9,SWEDEN,River cruise
771,2017,0,DENMARK,River cruise
772,2017,0,FINLAND,River cruise
773,2017,0,NORWAY,River cruise
774,2017,41,ITALY,River cruise
775,2017,2.3,SPAIN,River cruise
776,2017,33.4,FRANCE,River cruise
777,2017,4,BELGIUM,River cruise
778,2017,28.4,NETHERLANDS,River cruise
779,2017,24.3,GERMANY,River cruise
780,2017,13.8,SWITZERLAND,River cruise
781,2017,10.4,RUSSIA,River cruise
782,2017,12.9,AUSTRALIA,River cruise
783,2017,12.1,NEW.ZEALAND,River cruise
784,2017,3.1,SOUTH.AFRICA,River cruise
785,2017,1.2,CENTRAL.ASIA,River cruise
793,2018,6.2,SINGAPORE,River cruise
794,2018,0.9,THAILAND,River cruise
795,2018,4,INDONESIA,River cruise
796,2018,3.5,BRUNEI,River cruise
797,2018,3.9,PHILIPPINES,River cruise
798,2018,3.9,VIETNAM,River cruise
799,2018,19.1,CHINA,River cruise
800,2018,3.1,JAPAN,River cruise
801,2018,15.3,SOUTH.KOREA,River cruise
802,2018,25.4,TAIWAN,River cruise
803,2018,3.7,INDIA,River cruise
804,2018,1.2,PAKISTAN,River cruise
805,2018,7.9,SAUDI.ARABIA,River cruise
806,2018,5.4,UNITED.ARAB.EMIRATES,River cruise
807,2018,4.6,OMAN,River cruise
808,2018,1.4,KUWAIT,River cruise
809,2018,2.8,IRAN,River cruise
810,2018,7.4,CANADA,River cruise
811,2018,5.9,USA,River cruise
812,2018,7,UNITED.KINGDOM,River cruise
813,2018,2.9,IRELAND,River cruise
814,2018,4.5,SWEDEN,River cruise
815,2018,4.7,DENMARK,River cruise
816,2018,3.4,FINLAND,River cruise
817,2018,5.3,NORWAY,River cruise
818,2018,4.4,ITALY,River cruise
819,2018,2.9,SPAIN,River cruise
820,2018,3.3,FRANCE,River cruise
821,2018,2.5,BELGIUM,River cruise
822,2018,6.4,NETHERLANDS,River cruise
823,2018,4.9,GERMANY,River cruise
824,2018,8.7,SWITZERLAND,River cruise
825,2018,1.9,RUSSIA,River cruise
826,2018,6.3,AUSTRALIA,River cruise
827,2018,3.9,NEW.ZEALAND,River cruise
828,2018,1.9,SOUTH.AFRICA,River cruise
829,2018,1.8,CENTRAL.ASIA,River cruise
837,2019,1.7,SINGAPORE,River cruise
838,2019,1.1,THAILAND,River cruise
839,2019,1.1,INDONESIA,River cruise
840,2019,0.4,BRUNEI,River cruise
841,2019,1.3,PHILIPPINES,River cruise
842,2019,7.6,VIETNAM,River cruise
843,2019,21.7,CHINA,River cruise
844,2019,4.5,JAPAN,River cruise
845,2019,14,SOUTH.KOREA,River cruise
846,2019,24.6,TAIWAN,River cruise
847,2019,4,INDIA,River cruise
848,2019,4.6,PAKISTAN,River cruise
849,2019,1.9,SAUDI.ARABIA,River cruise
850,2019,1.8,UNITED.ARAB.EMIRATES,River cruise
851,2019,0.7,OMAN,River cruise
852,2019,4.7,KUWAIT,River cruise
853,2019,5.2,IRAN,River cruise
854,2019,4.9,CANADA,River cruise
855,2019,10.3,USA,River cruise
856,2019,4,UNITED.KINGDOM,River cruise
857,2019,3.2,IRELAND,River cruise
858,2019,1.4,SWEDEN,River cruise
859,2019,6.3,DENMARK,River cruise
860,2019,11.4,FINLAND,River cruise
861,2019,0,NORWAY,River cruise
862,2019,2.7,ITALY,River cruise
863,2019,4.1,SPAIN,River cruise
864,2019,4.1,FRANCE,River cruise
865,2019,1.8,BELGIUM,River cruise
866,2019,5.4,NETHERLANDS,River cruise
867,2019,5.2,GERMANY,River cruise
868,2019,8.2,SWITZERLAND,River cruise
869,2019,3,RUSSIA,River cruise
870,2019,4.7,AUSTRALIA,River cruise
871,2019,3.5,NEW.ZEALAND,River cruise
872,2019,2.7,SOUTH.AFRICA,River cruise
873,2019,1.9,CENTRAL.ASIA,River cruise
881,2016,0,SINGAPORE,Mountain biking cycling
882,2016,0.1,THAILAND,Mountain biking cycling
883,2016,0,INDONESIA,Mountain biking cycling
884,2016,0,BRUNEI,Mountain biking cycling
885,2016,0.4,PHILIPPINES,Mountain biking cycling
886,2016,0,VIETNAM,Mountain biking cycling
887,2016,0,CHINA,Mountain biking cycling
888,2016,0.4,JAPAN,Mountain biking cycling
889,2016,0.6,SOUTH.KOREA,Mountain biking cycling
890,2016,0.3,TAIWAN,Mountain biking cycling
891,2016,0,INDIA,Mountain biking cycling
892,2016,0,PAKISTAN,Mountain biking cycling
893,2016,0.2,SAUDI.ARABIA,Mountain biking cycling
894,2016,0,UNITED.ARAB.EMIRATES,Mountain biking cycling
895,2016,0,OMAN,Mountain biking cycling
896,2016,0,KUWAIT,Mountain biking cycling
897,2016,0,IRAN,Mountain biking cycling
898,2016,0.9,CANADA,Mountain biking cycling
899,2016,0.8,USA,Mountain biking cycling
900,2016,0.6,UNITED.KINGDOM,Mountain biking cycling
901,2016,0,IRELAND,Mountain biking cycling
902,2016,0.4,SWEDEN,Mountain biking cycling
903,2016,0.7,DENMARK,Mountain biking cycling
904,2016,0,FINLAND,Mountain biking cycling
905,2016,0,NORWAY,Mountain biking cycling
906,2016,0.8,ITALY,Mountain biking cycling
907,2016,3.1,SPAIN,Mountain biking cycling
908,2016,2.1,FRANCE,Mountain biking cycling
909,2016,4.2,BELGIUM,Mountain biking cycling
910,2016,0.9,NETHERLANDS,Mountain biking cycling
911,2016,1.1,GERMANY,Mountain biking cycling
912,2016,0,SWITZERLAND,Mountain biking cycling
913,2016,0,RUSSIA,Mountain biking cycling
914,2016,1.2,AUSTRALIA,Mountain biking cycling
915,2016,1,NEW.ZEALAND,Mountain biking cycling
916,2016,1.4,SOUTH.AFRICA,Mountain biking cycling
917,2016,0,CENTRAL.ASIA,Mountain biking cycling
925,2017,0.2,SINGAPORE,Mountain biking cycling
926,2017,2.4,THAILAND,Mountain biking cycling
927,2017,0.1,INDONESIA,Mountain biking cycling
928,2017,0.2,BRUNEI,Mountain biking cycling
929,2017,0,PHILIPPINES,Mountain biking cycling
930,2017,0.5,VIETNAM,Mountain biking cycling
931,2017,0.1,CHINA,Mountain biking cycling
932,2017,0.4,JAPAN,Mountain biking cycling
933,2017,5.9,SOUTH.KOREA,Mountain biking cycling
934,2017,0.2,TAIWAN,Mountain biking cycling
935,2017,0,INDIA,Mountain biking cycling
936,2017,0,PAKISTAN,Mountain biking cycling
937,2017,0.4,SAUDI.ARABIA,Mountain biking cycling
938,2017,0,UNITED.ARAB.EMIRATES,Mountain biking cycling
939,2017,0,OMAN,Mountain biking cycling
940,2017,0,KUWAIT,Mountain biking cycling
941,2017,0.4,IRAN,Mountain biking cycling
942,2017,5.7,CANADA,Mountain biking cycling
943,2017,1.2,USA,Mountain biking cycling
944,2017,1.4,UNITED.KINGDOM,Mountain biking cycling
945,2017,0,IRELAND,Mountain biking cycling
946,2017,2.4,SWEDEN,Mountain biking cycling
947,2017,0,DENMARK,Mountain biking cycling
948,2017,0,FINLAND,Mountain biking cycling
949,2017,11.5,NORWAY,Mountain biking cycling
950,2017,12,ITALY,Mountain biking cycling
951,2017,5.6,SPAIN,Mountain biking cycling
952,2017,4.4,FRANCE,Mountain biking cycling
953,2017,2,BELGIUM,Mountain biking cycling
954,2017,7.3,NETHERLANDS,Mountain biking cycling
955,2017,6.1,GERMANY,Mountain biking cycling
956,2017,2.2,SWITZERLAND,Mountain biking cycling
957,2017,0,RUSSIA,Mountain biking cycling
958,2017,7.2,AUSTRALIA,Mountain biking cycling
959,2017,4.2,NEW.ZEALAND,Mountain biking cycling
960,2017,6.3,SOUTH.AFRICA,Mountain biking cycling
961,2017,0,CENTRAL.ASIA,Mountain biking cycling
969,2018,0.5,SINGAPORE,Mountain biking cycling
970,2018,0.7,THAILAND,Mountain biking cycling
971,2018,0.7,INDONESIA,Mountain biking cycling
972,2018,0.1,BRUNEI,Mountain biking cycling
973,2018,0.8,PHILIPPINES,Mountain biking cycling
974,2018,0.2,VIETNAM,Mountain biking cycling
975,2018,0.5,CHINA,Mountain biking cycling
976,2018,0.3,JAPAN,Mountain biking cycling
977,2018,0.1,SOUTH.KOREA,Mountain biking cycling
978,2018,0,TAIWAN,Mountain biking cycling
979,2018,0,INDIA,Mountain biking cycling
980,2018,0,PAKISTAN,Mountain biking cycling
981,2018,0,SAUDI.ARABIA,Mountain biking cycling
982,2018,0,UNITED.ARAB.EMIRATES,Mountain biking cycling
983,2018,0.2,OMAN,Mountain biking cycling
984,2018,0,KUWAIT,Mountain biking cycling
985,2018,0,IRAN,Mountain biking cycling
986,2018,0.5,CANADA,Mountain biking cycling
987,2018,1,USA,Mountain biking cycling
988,2018,6.2,UNITED.KINGDOM,Mountain biking cycling
989,2018,0,IRELAND,Mountain biking cycling
990,2018,2.4,SWEDEN,Mountain biking cycling
991,2018,34.4,DENMARK,Mountain biking cycling
992,2018,2.8,FINLAND,Mountain biking cycling
993,2018,0,NORWAY,Mountain biking cycling
994,2018,23,ITALY,Mountain biking cycling
995,2018,1.1,SPAIN,Mountain biking cycling
996,2018,0.5,FRANCE,Mountain biking cycling
997,2018,1,BELGIUM,Mountain biking cycling
998,2018,2,NETHERLANDS,Mountain biking cycling
999,2018,1.5,GERMANY,Mountain biking cycling
1000,2018,0.5,SWITZERLAND,Mountain biking cycling
1001,2018,0.8,RUSSIA,Mountain biking cycling
1002,2018,3.2,AUSTRALIA,Mountain biking cycling
1003,2018,3.1,NEW.ZEALAND,Mountain biking cycling
1004,2018,0,SOUTH.AFRICA,Mountain biking cycling
1005,2018,0,CENTRAL.ASIA,Mountain biking cycling
1013,2019,0.2,SINGAPORE,Mountain biking cycling
1014,2019,0,THAILAND,Mountain biking cycling
1015,2019,0.1,INDONESIA,Mountain biking cycling
1016,2019,0,BRUNEI,Mountain biking cycling
1017,2019,0,PHILIPPINES,Mountain biking cycling
1018,2019,0.3,VIETNAM,Mountain biking cycling
1019,2019,0.2,CHINA,Mountain biking cycling
1020,2019,0,JAPAN,Mountain biking cycling
1021,2019,0,SOUTH.KOREA,Mountain biking cycling
1022,2019,0.3,TAIWAN,Mountain biking cycling
1023,2019,0.1,INDIA,Mountain biking cycling
1024,2019,1.4,PAKISTAN,Mountain biking cycling
1025,2019,0.4,SAUDI.ARABIA,Mountain biking cycling
1026,2019,0,UNITED.ARAB.EMIRATES,Mountain biking cycling
1027,2019,0,OMAN,Mountain biking cycling
1028,2019,0,KUWAIT,Mountain biking cycling
1029,2019,0,IRAN,Mountain biking cycling
1030,2019,0,CANADA,Mountain biking cycling
1031,2019,0.7,USA,Mountain biking cycling
1032,2019,0.2,UNITED.KINGDOM,Mountain biking cycling
1033,2019,0,IRELAND,Mountain biking cycling
1034,2019,0,SWEDEN,Mountain biking cycling
1035,2019,5.3,DENMARK,Mountain biking cycling
1036,2019,0,FINLAND,Mountain biking cycling
1037,2019,0,NORWAY,Mountain biking cycling
1038,2019,0,ITALY,Mountain biking cycling
1039,2019,0,SPAIN,Mountain biking cycling
1040,2019,0.3,FRANCE,Mountain biking cycling
1041,2019,0,BELGIUM,Mountain biking cycling
1042,2019,0,NETHERLANDS,Mountain biking cycling
1043,2019,0.3,GERMANY,Mountain biking cycling
1044,2019,0,SWITZERLAND,Mountain biking cycling
1045,2019,0.6,RUSSIA,Mountain biking cycling
1046,2019,0.1,AUSTRALIA,Mountain biking cycling
1047,2019,1.4,NEW.ZEALAND,Mountain biking cycling
1048,2019,0,SOUTH.AFRICA,Mountain biking cycling
1049,2019,0,CENTRAL.ASIA,Mountain biking cycling
1057,2016,7.7,SINGAPORE,Snorkeling
1058,2016,0.7,THAILAND,Snorkeling
1059,2016,0.2,INDONESIA,Snorkeling
1060,2016,0.8,BRUNEI,Snorkeling
1061,2016,21.8,PHILIPPINES,Snorkeling
1062,2016,0.1,VIETNAM,Snorkeling
1063,2016,42.2,CHINA,Snorkeling
1064,2016,9.7,JAPAN,Snorkeling
1065,2016,2.5,SOUTH.KOREA,Snorkeling
1066,2016,72.5,TAIWAN,Snorkeling
1067,2016,0.9,INDIA,Snorkeling
1068,2016,4.1,PAKISTAN,Snorkeling
1069,2016,7.1,SAUDI.ARABIA,Snorkeling
1070,2016,4.9,UNITED.ARAB.EMIRATES,Snorkeling
1071,2016,7.8,OMAN,Snorkeling
1072,2016,0,KUWAIT,Snorkeling
1073,2016,0.9,IRAN,Snorkeling
1074,2016,14.3,CANADA,Snorkeling
1075,2016,8.5,USA,Snorkeling
1076,2016,11,UNITED.KINGDOM,Snorkeling
1077,2016,2.3,IRELAND,Snorkeling
1078,2016,11.4,SWEDEN,Snorkeling
1079,2016,10.1,DENMARK,Snorkeling
1080,2016,5.1,FINLAND,Snorkeling
1081,2016,3.6,NORWAY,Snorkeling
1082,2016,17.8,ITALY,Snorkeling
1083,2016,16.4,SPAIN,Snorkeling
1084,2016,10.6,FRANCE,Snorkeling
1085,2016,16.7,BELGIUM,Snorkeling
1086,2016,23.1,NETHERLANDS,Snorkeling
1087,2016,11.9,GERMANY,Snorkeling
1088,2016,14.4,SWITZERLAND,Snorkeling
1089,2016,4.8,RUSSIA,Snorkeling
1090,2016,12.8,AUSTRALIA,Snorkeling
1091,2016,9.3,NEW.ZEALAND,Snorkeling
1092,2016,2.8,SOUTH.AFRICA,Snorkeling
1093,2016,5.2,CENTRAL.ASIA,Snorkeling
1101,2017,25.7,SINGAPORE,Snorkeling
1102,2017,7.6,THAILAND,Snorkeling
1103,2017,0.2,INDONESIA,Snorkeling
1104,2017,7.2,BRUNEI,Snorkeling
1105,2017,28,PHILIPPINES,Snorkeling
1106,2017,0.1,VIETNAM,Snorkeling
1107,2017,59.8,CHINA,Snorkeling
1108,2017,25.1,JAPAN,Snorkeling
1109,2017,68.9,SOUTH.KOREA,Snorkeling
1110,2017,76.8,TAIWAN,Snorkeling
1111,2017,1.5,INDIA,Snorkeling
1112,2017,4.9,PAKISTAN,Snorkeling
1113,2017,7.1,SAUDI.ARABIA,Snorkeling
1114,2017,4.3,UNITED.ARAB.EMIRATES,Snorkeling
1115,2017,4.4,OMAN,Snorkeling
1116,2017,7.4,KUWAIT,Snorkeling
1117,2017,1.6,IRAN,Snorkeling
1118,2017,51.3,CANADA,Snorkeling
1119,2017,34.8,USA,Snorkeling
1120,2017,21.4,UNITED.KINGDOM,Snorkeling
1121,2017,7.7,IRELAND,Snorkeling
1122,2017,35.4,SWEDEN,Snorkeling
1123,2017,5.9,DENMARK,Snorkeling
1124,2017,11.1,FINLAND,Snorkeling
1125,2017,0,NORWAY,Snorkeling
1126,2017,32,ITALY,Snorkeling
1127,2017,81.5,SPAIN,Snorkeling
1128,2017,31.6,FRANCE,Snorkeling
1129,2017,16,BELGIUM,Snorkeling
1130,2017,46.7,NETHERLANDS,Snorkeling
1131,2017,37.2,GERMANY,Snorkeling
1132,2017,26.1,SWITZERLAND,Snorkeling
1133,2017,6.6,RUSSIA,Snorkeling
1134,2017,33.2,AUSTRALIA,Snorkeling
1135,2017,28.5,NEW.ZEALAND,Snorkeling
1136,2017,0,SOUTH.AFRICA,Snorkeling
1137,2017,6.5,CENTRAL.ASIA,Snorkeling
1145,2018,11.1,SINGAPORE,Snorkeling
1146,2018,0.1,THAILAND,Snorkeling
1147,2018,0.1,INDONESIA,Snorkeling
1148,2018,7.8,BRUNEI,Snorkeling
1149,2018,13.7,PHILIPPINES,Snorkeling
1150,2018,0.2,VIETNAM,Snorkeling
1151,2018,35.3,CHINA,Snorkeling
1152,2018,1.7,JAPAN,Snorkeling
1153,2018,37.2,SOUTH.KOREA,Snorkeling
1154,2018,53.8,TAIWAN,Snorkeling
1155,2018,0.6,INDIA,Snorkeling
1156,2018,4.9,PAKISTAN,Snorkeling
1157,2018,7.8,SAUDI.ARABIA,Snorkeling
1158,2018,7,UNITED.ARAB.EMIRATES,Snorkeling
1159,2018,8.2,OMAN,Snorkeling
1160,2018,4.7,KUWAIT,Snorkeling
1161,2018,2.8,IRAN,Snorkeling
1162,2018,23.2,CANADA,Snorkeling
1163,2018,14.2,USA,Snorkeling
1164,2018,24.4,UNITED.KINGDOM,Snorkeling
1165,2018,2.9,IRELAND,Snorkeling
1166,2018,10.5,SWEDEN,Snorkeling
1167,2018,35.8,DENMARK,Snorkeling
1168,2018,21.4,FINLAND,Snorkeling
1169,2018,12.8,NORWAY,Snorkeling
1170,2018,13.3,ITALY,Snorkeling
1171,2018,26.1,SPAIN,Snorkeling
1172,2018,31.4,FRANCE,Snorkeling
1173,2018,16.8,BELGIUM,Snorkeling
1174,2018,18,NETHERLANDS,Snorkeling
1175,2018,27.2,GERMANY,Snorkeling
1176,2018,44.4,SWITZERLAND,Snorkeling
1177,2018,4.4,RUSSIA,Snorkeling
1178,2018,41.7,AUSTRALIA,Snorkeling
1179,2018,20.6,NEW.ZEALAND,Snorkeling
1180,2018,3.9,SOUTH.AFRICA,Snorkeling
1181,2018,4.7,CENTRAL.ASIA,Snorkeling
1189,2019,6.6,SINGAPORE,Snorkeling
1190,2019,1.1,THAILAND,Snorkeling
1191,2019,0.3,INDONESIA,Snorkeling
1192,2019,5.8,BRUNEI,Snorkeling
1193,2019,16,PHILIPPINES,Snorkeling
1194,2019,1.7,VIETNAM,Snorkeling
1195,2019,37.3,CHINA,Snorkeling
1196,2019,3.2,JAPAN,Snorkeling
1197,2019,41.3,SOUTH.KOREA,Snorkeling
1198,2019,63.3,TAIWAN,Snorkeling
1199,2019,1,INDIA,Snorkeling
1200,2019,8.1,PAKISTAN,Snorkeling
1201,2019,10.3,SAUDI.ARABIA,Snorkeling
1202,2019,6.7,UNITED.ARAB.EMIRATES,Snorkeling
1203,2019,13.9,OMAN,Snorkeling
1204,2019,0,KUWAIT,Snorkeling
1205,2019,4.3,IRAN,Snorkeling
1206,2019,11.3,CANADA,Snorkeling
1207,2019,17,USA,Snorkeling
1208,2019,12.9,UNITED.KINGDOM,Snorkeling
1209,2019,3.2,IRELAND,Snorkeling
1210,2019,5.5,SWEDEN,Snorkeling
1211,2019,20,DENMARK,Snorkeling
1212,2019,18.1,FINLAND,Snorkeling
1213,2019,0,NORWAY,Snorkeling
1214,2019,18.5,ITALY,Snorkeling
1215,2019,25.1,SPAIN,Snorkeling
1216,2019,22.3,FRANCE,Snorkeling
1217,2019,26.3,BELGIUM,Snorkeling
1218,2019,27.3,NETHERLANDS,Snorkeling
1219,2019,17.3,GERMANY,Snorkeling
1220,2019,21.8,SWITZERLAND,Snorkeling
1221,2019,14.6,RUSSIA,Snorkeling
1222,2019,11.7,AUSTRALIA,Snorkeling
1223,2019,8.5,NEW.ZEALAND,Snorkeling
1224,2019,2.7,SOUTH.AFRICA,Snorkeling
1225,2019,11.5,CENTRAL.ASIA,Snorkeling
1233,2016,19.9,SINGAPORE,Nightlife entertainment
1234,2016,21.1,THAILAND,Nightlife entertainment
1235,2016,3.2,INDONESIA,Nightlife entertainment
1236,2016,9,BRUNEI,Nightlife entertainment
1237,2016,42,PHILIPPINES,Nightlife entertainment
1238,2016,1.8,VIETNAM,Nightlife entertainment
1239,2016,34.1,CHINA,Nightlife entertainment
1240,2016,21.1,JAPAN,Nightlife entertainment
1241,2016,16.3,SOUTH.KOREA,Nightlife entertainment
1242,2016,67.1,TAIWAN,Nightlife entertainment
1243,2016,7.9,INDIA,Nightlife entertainment
1244,2016,3.6,PAKISTAN,Nightlife entertainment
1245,2016,0.7,SAUDI.ARABIA,Nightlife entertainment
1246,2016,0,UNITED.ARAB.EMIRATES,Nightlife entertainment
1247,2016,3.1,OMAN,Nightlife entertainment
1248,2016,0,KUWAIT,Nightlife entertainment
1249,2016,0.9,IRAN,Nightlife entertainment
1250,2016,18.9,CANADA,Nightlife entertainment
1251,2016,21.5,USA,Nightlife entertainment
1252,2016,21.5,UNITED.KINGDOM,Nightlife entertainment
1253,2016,6.9,IRELAND,Nightlife entertainment
1254,2016,7,SWEDEN,Nightlife entertainment
1255,2016,5.8,DENMARK,Nightlife entertainment
1256,2016,14.6,FINLAND,Nightlife entertainment
1257,2016,3.6,NORWAY,Nightlife entertainment
1258,2016,15.8,ITALY,Nightlife entertainment
1259,2016,12.4,SPAIN,Nightlife entertainment
1260,2016,16.5,FRANCE,Nightlife entertainment
1261,2016,0,BELGIUM,Nightlife entertainment
1262,2016,11.9,NETHERLANDS,Nightlife entertainment
1263,2016,22.2,GERMANY,Nightlife entertainment
1264,2016,25.8,SWITZERLAND,Nightlife entertainment
1265,2016,17.6,RUSSIA,Nightlife entertainment
1266,2016,19.1,AUSTRALIA,Nightlife entertainment
1267,2016,19.2,NEW.ZEALAND,Nightlife entertainment
1268,2016,11.1,SOUTH.AFRICA,Nightlife entertainment
1269,2016,1.8,CENTRAL.ASIA,Nightlife entertainment
1277,2017,50.6,SINGAPORE,Nightlife entertainment
1278,2017,67.9,THAILAND,Nightlife entertainment
1279,2017,10.1,INDONESIA,Nightlife entertainment
1280,2017,23.2,BRUNEI,Nightlife entertainment
1281,2017,84,PHILIPPINES,Nightlife entertainment
1282,2017,11,VIETNAM,Nightlife entertainment
1283,2017,86,CHINA,Nightlife entertainment
1284,2017,72.8,JAPAN,Nightlife entertainment
1285,2017,55.8,SOUTH.KOREA,Nightlife entertainment
1286,2017,73.1,TAIWAN,Nightlife entertainment
1287,2017,33.7,INDIA,Nightlife entertainment
1288,2017,3.9,PAKISTAN,Nightlife entertainment
1289,2017,2.7,SAUDI.ARABIA,Nightlife entertainment
1290,2017,6.4,UNITED.ARAB.EMIRATES,Nightlife entertainment
1291,2017,2.6,OMAN,Nightlife entertainment
1292,2017,3.7,KUWAIT,Nightlife entertainment
1293,2017,3.7,IRAN,Nightlife entertainment
1294,2017,88.9,CANADA,Nightlife entertainment
1295,2017,89.1,USA,Nightlife entertainment
1296,2017,31.8,UNITED.KINGDOM,Nightlife entertainment
1297,2017,18.8,IRELAND,Nightlife entertainment
1298,2017,98.5,SWEDEN,Nightlife entertainment
1299,2017,47.5,DENMARK,Nightlife entertainment
1300,2017,75.4,FINLAND,Nightlife entertainment
1301,2017,19.2,NORWAY,Nightlife entertainment
1302,2017,68.5,ITALY,Nightlife entertainment
1303,2017,54.2,SPAIN,Nightlife entertainment
1304,2017,45,FRANCE,Nightlife entertainment
1305,2017,30,BELGIUM,Nightlife entertainment
1306,2017,84.7,NETHERLANDS,Nightlife entertainment
1307,2017,81,GERMANY,Nightlife entertainment
1308,2017,37.7,SWITZERLAND,Nightlife entertainment
1309,2017,72.1,RUSSIA,Nightlife entertainment
1310,2017,82.2,AUSTRALIA,Nightlife entertainment
1311,2017,84.8,NEW.ZEALAND,Nightlife entertainment
1312,2017,18.8,SOUTH.AFRICA,Nightlife entertainment
1313,2017,3.6,CENTRAL.ASIA,Nightlife entertainment
1321,2018,23.6,SINGAPORE,Nightlife entertainment
1322,2018,28.1,THAILAND,Nightlife entertainment
1323,2018,8.9,INDONESIA,Nightlife entertainment
1324,2018,19.1,BRUNEI,Nightlife entertainment
1325,2018,61.6,PHILIPPINES,Nightlife entertainment
1326,2018,7.3,VIETNAM,Nightlife entertainment
1327,2018,36.6,CHINA,Nightlife entertainment
1328,2018,44.6,JAPAN,Nightlife entertainment
1329,2018,44.7,SOUTH.KOREA,Nightlife entertainment
1330,2018,54.5,TAIWAN,Nightlife entertainment
1331,2018,27.3,INDIA,Nightlife entertainment
1332,2018,6.8,PAKISTAN,Nightlife entertainment
1333,2018,8.2,SAUDI.ARABIA,Nightlife entertainment
1334,2018,4.7,UNITED.ARAB.EMIRATES,Nightlife entertainment
1335,2018,6.1,OMAN,Nightlife entertainment
1336,2018,10,KUWAIT,Nightlife entertainment
1337,2018,7.6,IRAN,Nightlife entertainment
1338,2018,18.1,CANADA,Nightlife entertainment
1339,2018,22.5,USA,Nightlife entertainment
1340,2018,15.4,UNITED.KINGDOM,Nightlife entertainment
1341,2018,11.7,IRELAND,Nightlife entertainment
1342,2018,14.3,SWEDEN,Nightlife entertainment
1343,2018,13.5,DENMARK,Nightlife entertainment
1344,2018,20.7,FINLAND,Nightlife entertainment
1345,2018,15,NORWAY,Nightlife entertainment
1346,2018,13.2,ITALY,Nightlife entertainment
1347,2018,11.8,SPAIN,Nightlife entertainment
1348,2018,13,FRANCE,Nightlife entertainment
1349,2018,13.4,BELGIUM,Nightlife entertainment
1350,2018,13.5,NETHERLANDS,Nightlife entertainment
1351,2018,13.8,GERMANY,Nightlife entertainment
1352,2018,26,SWITZERLAND,Nightlife entertainment
1353,2018,10.2,RUSSIA,Nightlife entertainment
1354,2018,16.7,AUSTRALIA,Nightlife entertainment
1355,2018,24.9,NEW.ZEALAND,Nightlife entertainment
1356,2018,7.1,SOUTH.AFRICA,Nightlife entertainment
1357,2018,6.7,CENTRAL.ASIA,Nightlife entertainment
1365,2019,24.9,SINGAPORE,Nightlife entertainment
1366,2019,27.1,THAILAND,Nightlife entertainment
1367,2019,17,INDONESIA,Nightlife entertainment
1368,2019,20.1,BRUNEI,Nightlife entertainment
1369,2019,33.4,PHILIPPINES,Nightlife entertainment
1370,2019,16.2,VIETNAM,Nightlife entertainment
1371,2019,46.8,CHINA,Nightlife entertainment
1372,2019,18.1,JAPAN,Nightlife entertainment
1373,2019,44.4,SOUTH.KOREA,Nightlife entertainment
1374,2019,75.6,TAIWAN,Nightlife entertainment
1375,2019,18,INDIA,Nightlife entertainment
1376,2019,13,PAKISTAN,Nightlife entertainment
1377,2019,11,SAUDI.ARABIA,Nightlife entertainment
1378,2019,18.3,UNITED.ARAB.EMIRATES,Nightlife entertainment
1379,2019,7.4,OMAN,Nightlife entertainment
1380,2019,19.3,KUWAIT,Nightlife entertainment
1381,2019,11.4,IRAN,Nightlife entertainment
1382,2019,35,CANADA,Nightlife entertainment
1383,2019,48.5,USA,Nightlife entertainment
1384,2019,26.7,UNITED.KINGDOM,Nightlife entertainment
1385,2019,21.5,IRELAND,Nightlife entertainment
1386,2019,29.5,SWEDEN,Nightlife entertainment
1387,2019,58.9,DENMARK,Nightlife entertainment
1388,2019,30.5,FINLAND,Nightlife entertainment
1389,2019,21.8,NORWAY,Nightlife entertainment
1390,2019,24.6,ITALY,Nightlife entertainment
1391,2019,19.5,SPAIN,Nightlife entertainment
1392,2019,24.2,FRANCE,Nightlife entertainment
1393,2019,28.7,BELGIUM,Nightlife entertainment
1394,2019,29.2,NETHERLANDS,Nightlife entertainment
1395,2019,22.8,GERMANY,Nightlife entertainment
1396,2019,25.9,SWITZERLAND,Nightlife entertainment
1397,2019,17.7,RUSSIA,Nightlife entertainment
1398,2019,34.1,AUSTRALIA,Nightlife entertainment
1399,2019,40.1,NEW.ZEALAND,Nightlife entertainment
